Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,99.80999755859375,98.43000030517578,99.0,99.5,335000.0,98.54267883300781
2018-01-03,99.9800033569336,99.08999633789062,99.68000030517578,99.62000274658203,194400.0,98.66152954101562
2018-01-04,100.16000366210938,98.8499984741211,99.87000274658203,99.58999633789062,367500.0,98.63182830810547
2018-01-05,101.33999633789062,99.9000015258789,99.9000015258789,100.83999633789062,156600.0,99.86978149414062
2018-01-08,101.5999984741211,100.23999786376953,100.80999755859375,101.41000366210938,153900.0,100.43431854248047
2018-01-09,102.55000305175781,101.30000305175781,101.77999877929688,102.30999755859375,236400.0,101.32565307617188
2018-01-10,102.22000122070312,99.86000061035156,102.22000122070312,100.20999908447266,190100.0,99.24585723876953
2018-01-11,100.05000305175781,98.55999755859375,100.05000305175781,99.08999633789062,469700.0,98.1366195678711
2018-01-12,99.29000091552734,97.44000244140625,99.29000091552734,97.73999786376953,414300.0,96.79961395263672
2018-01-16,99.30000305175781,97.45999908447266,98.1500015258789,97.83000183105469,335900.0,96.88876342773438
2018-01-17,100.08999633789062,97.33999633789062,97.91999816894531,99.36000061035156,771800.0,98.54505157470703
2018-01-18,99.80999755859375,97.63999938964844,99.56999969482422,98.58999633789062,391500.0,97.78136444091797
2018-01-19,101.12999725341797,98.4800033569336,98.4800033569336,100.61000061035156,351300.0,99.78480529785156
2018-01-22,100.5199966430664,99.87000274658203,100.11000061035156,100.27999877929688,206700.0,99.45750427246094
2018-01-23,101.66000366210938,100.0,100.31999969482422,100.37999725341797,372200.0,99.55668640136719
2018-01-24,100.94999694824219,98.91000366210938,100.30000305175781,100.30000305175781,549800.0,99.47734832763672
2018-01-25,101.81999969482422,100.2699966430664,100.9000015258789,101.0199966430664,244900.0,100.19143676757812
2018-01-26,101.72000122070312,100.0,101.16000366210938,101.5199966430664,300700.0,100.68733978271484
2018-01-29,102.80000305175781,101.0199966430664,101.13999938964844,102.4000015258789,364900.0,101.56012725830078
2018-01-30,102.20999908447266,100.2300033569336,102.05999755859375,100.77999877929688,313100.0,99.95340728759766
2018-01-31,102.51000213623047,99.91000366210938,101.69000244140625,100.19999694824219,504300.0,99.3781509399414
2018-02-01,100.87999725341797,99.6500015258789,100.0,100.13999938964844,277000.0,99.31865692138672
2018-02-02,100.0999984741211,98.75,99.8499984741211,98.80999755859375,199700.0,97.99955749511719
2018-02-05,98.75,95.05999755859375,98.52999877929688,95.2699966430664,348500.0,94.48860168457031
2018-02-06,95.05000305175781,93.16000366210938,93.98999786376953,94.2699966430664,386700.0,93.49678802490234
2018-02-07,94.95999908447266,93.44999694824219,94.0,94.20999908447266,330400.0,93.43729400634766
2018-02-08,94.36000061035156,90.11000061035156,94.30999755859375,90.41999816894531,395800.0,89.6783676147461
2018-02-09,92.48999786376953,89.26000213623047,91.38999938964844,91.25,377100.0,90.50157165527344
2018-02-12,92.62999725341797,90.62000274658203,91.5199966430664,91.95999908447266,635800.0,91.20575714111328
2018-02-13,93.08000183105469,91.04000091552734,91.86000061035156,93.0,486200.0,92.23722076416016
2018-02-14,95.33000183105469,92.19999694824219,92.7699966430664,95.04000091552734,571000.0,94.26049041748047
2018-02-15,94.08000183105469,87.06999969482422,94.08000183105469,88.33999633789062,1038600.0,87.61543273925781
2018-02-16,87.61000061035156,85.69000244140625,86.61000061035156,87.44999694824219,667100.0,86.73273468017578
2018-02-20,90.12000274658203,86.66000366210938,87.18000030517578,89.63999938964844,760900.0,88.90477752685547
2018-02-21,90.4800033569336,87.05999755859375,89.55999755859375,87.0999984741211,511900.0,86.38561248779297
2018-02-22,87.83000183105469,86.38999938964844,87.41999816894531,86.76000213623047,520900.0,86.04840850830078
2018-02-23,87.22000122070312,85.86000061035156,87.22000122070312,86.58000183105469,536800.0,85.86988067626953
2018-02-26,87.30000305175781,86.04000091552734,87.0999984741211,86.23999786376953,375700.0,85.53265380859375
2018-02-27,87.51000213623047,85.6500015258789,86.47000122070312,87.2699966430664,455400.0,86.55421447753906
2018-02-28,88.36000061035156,87.16000366210938,87.48999786376953,87.22000122070312,536700.0,86.50462341308594
2018-03-01,87.12999725341797,85.08999633789062,87.04000091552734,85.55999755859375,248900.0,84.85823822021484
2018-03-02,85.91000366210938,84.7300033569336,85.0,85.73999786376953,301500.0,85.03675842285156
2018-03-05,87.48999786376953,85.36000061035156,85.44999694824219,87.19999694824219,227000.0,86.48478698730469
2018-03-06,89.94000244140625,87.16999816894531,87.30999755859375,89.68000030517578,675300.0,88.94444274902344
2018-03-07,89.8499984741211,88.69000244140625,89.0999984741211,88.93000030517578,497200.0,88.20059967041016
2018-03-08,89.83000183105469,88.76000213623047,89.41999816894531,89.66000366210938,252900.0,88.92462158203125
2018-03-09,92.9000015258789,90.0,90.0,92.04000091552734,530100.0,91.28509521484375
2018-03-12,92.66999816894531,91.2300033569336,92.2699966430664,92.01000213623047,282200.0,91.2553482055664
2018-03-13,92.68000030517578,91.04000091552734,92.36000061035156,92.06999969482422,583500.0,91.3148422241211
2018-03-14,92.56999969482422,91.48999786376953,92.38999938964844,92.16999816894531,335200.0,91.41402435302734
2018-03-15,92.37000274658203,90.93000030517578,92.05999755859375,91.30999755859375,358500.0,90.56108093261719
2018-03-16,91.44000244140625,90.12000274658203,91.29000091552734,90.9800033569336,505500.0,90.23379516601562
2018-03-19,91.06999969482422,89.3499984741211,90.9800033569336,90.04000091552734,332400.0,89.30149841308594
2018-03-20,91.4800033569336,87.68000030517578,90.0199966430664,90.91000366210938,285500.0,90.16436004638672
2018-03-21,91.19999694824219,89.5999984741211,90.93000030517578,90.0,242200.0,89.26182556152344
2018-03-22,90.52999877929688,88.83999633789062,89.41000366210938,88.87999725341797,215300.0,88.15100860595703
2018-03-23,88.52999877929688,86.0199966430664,88.52999877929688,86.12999725341797,423100.0,85.4235610961914
2018-03-26,87.4000015258789,85.27999877929688,86.91000366210938,87.4000015258789,401900.0,86.68314361572266
2018-03-27,88.16000366210938,85.80000305175781,87.38999938964844,86.2699966430664,378400.0,85.56241607666016
2018-03-28,87.43000030517578,85.9800033569336,86.41999816894531,86.5,418200.0,85.79052734375
2018-03-29,88.91999816894531,86.55000305175781,86.95999908447266,88.29000091552734,722700.0,87.56584930419922
2018-04-02,88.2300033569336,84.88999938964844,88.06999969482422,85.0999984741211,402400.0,84.40201568603516
2018-04-03,85.52999877929688,83.08999633789062,85.36000061035156,84.06999969482422,731000.0,83.38046264648438
2018-04-04,86.23999786376953,83.31999969482422,83.31999969482422,85.9000015258789,404800.0,85.19544982910156
2018-04-05,86.58999633789062,84.72000122070312,86.37999725341797,85.0199966430664,406400.0,84.32266235351562
2018-04-06,85.70999908447266,82.73999786376953,84.79000091552734,83.31999969482422,395300.0,82.63661193847656
2018-04-09,85.47000122070312,83.33999633789062,83.9000015258789,84.63999938964844,251900.0,83.94578552246094
2018-04-10,87.5199966430664,85.26000213623047,85.51000213623047,87.16000366210938,357700.0,86.44512939453125
2018-04-11,87.54000091552734,86.26000213623047,86.61000061035156,87.33000183105469,351100.0,86.61372375488281
2018-04-12,88.55999755859375,87.13999938964844,87.43000030517578,88.13999938964844,264400.0,87.41708374023438
2018-04-13,89.38999938964844,88.16999816894531,88.4800033569336,88.86000061035156,445600.0,88.13116455078125
2018-04-16,90.16999816894531,88.48999786376953,89.0999984741211,89.5,405200.0,88.76591491699219
2018-04-17,91.5,89.12999725341797,89.69000244140625,91.16000366210938,398000.0,90.55397033691406
2018-04-18,92.80999755859375,90.19999694824219,90.75,91.95999908447266,709500.0,91.34864807128906
2018-04-19,92.20999908447266,91.01000213623047,91.62000274658203,91.76000213623047,325900.0,91.14996337890625
2018-04-20,91.73999786376953,90.87999725341797,91.70999908447266,91.0199966430664,210800.0,90.4148941040039
2018-04-23,92.0199966430664,90.7300033569336,91.37000274658203,91.98999786376953,177500.0,91.3784408569336
2018-04-24,92.77999877929688,91.22000122070312,91.95999908447266,92.0,502500.0,91.38838195800781
