Date,High,Low,Open,Close,Volume,Adj Close
1992-06-17,8.75,7.75,8.5,7.9375,902000.0,4.953795909881592
1992-06-18,7.9375,7.5,7.9375,7.8125,421400.0,4.875783920288086
1992-06-19,7.9375,7.75,7.8125,7.875,453400.0,4.914790630340576
1992-06-22,7.875,7.5625,7.875,7.625,597200.0,4.758766174316406
1992-06-23,7.75,7.625,7.625,7.6875,853800.0,4.7977705001831055
1992-06-24,7.75,7.5,7.6875,7.5625,357600.0,4.719760894775391
1992-06-25,7.8125,7.6875,7.6875,7.6875,785000.0,4.7977705001831055
1992-06-26,7.75,7.625,7.6875,7.75,435000.0,4.8367767333984375
1992-06-29,7.8125,7.625,7.6875,7.8125,386600.0,4.875783920288086
1992-06-30,8.0625,7.8125,7.8125,8.0625,884400.0,5.031808376312256
1992-07-01,7.9375,7.8125,7.875,7.875,552600.0,4.914790630340576
1992-07-02,8.0625,7.6875,7.9375,8.0625,1788200.0,5.031808376312256
1992-07-06,7.9375,7.6875,7.9375,7.75,580400.0,4.8367767333984375
1992-07-07,7.8125,7.1875,7.8125,7.3125,1147000.0,4.5637335777282715
1992-07-08,7.375,6.8125,7.375,6.9375,1192800.0,4.329698085784912
1992-07-09,7.3125,6.9375,6.9375,7.3125,2136600.0,4.5637335777282715
1992-07-10,7.25,7.0625,7.1875,7.125,866200.0,4.446712970733643
1992-07-13,7.25,7.125,7.125,7.1875,846600.0,4.485718727111816
1992-07-14,7.25,7.125,7.125,7.25,990000.0,4.524727821350098
1992-07-15,7.375,7.25,7.25,7.3125,1080400.0,4.5637335777282715
1992-07-16,7.3125,7.125,7.25,7.1875,2689000.0,4.485718727111816
1992-07-17,7.3125,7.0625,7.0625,7.3125,840400.0,4.5637335777282715
1992-07-20,7.1875,6.875,6.9375,7.125,1228200.0,4.446712970733643
1992-07-21,7.25,7.0,7.0,7.125,1279600.0,4.446712970733643
1992-07-22,7.5625,6.9375,6.9375,7.375,2743000.0,4.60274076461792
1992-07-23,7.5,7.3125,7.3125,7.3125,2203800.0,4.5637335777282715
1992-07-24,7.5,7.25,7.25,7.4375,1404000.0,4.6417460441589355
1992-07-27,7.5625,7.3125,7.4375,7.5,1308000.0,4.680754661560059
1992-07-28,7.5625,7.375,7.4375,7.5,1134400.0,4.680754661560059
1992-07-29,7.5625,7.25,7.5,7.375,1697600.0,4.60274076461792
1992-07-30,7.5,7.25,7.4375,7.5,912800.0,4.680754661560059
1992-07-31,7.5625,7.4375,7.4375,7.5625,1303000.0,4.719760894775391
1992-08-03,7.6875,7.4375,7.5,7.6875,1616800.0,4.7977705001831055
1992-08-04,7.8125,7.6875,7.6875,7.75,1457000.0,4.8367767333984375
1992-08-05,7.8125,7.75,7.75,7.75,492000.0,4.8367767333984375
1992-08-06,7.75,7.5,7.6875,7.625,1277800.0,4.758766174316406
1992-08-07,7.5625,7.4375,7.4375,7.5,306200.0,4.680754661560059
1992-08-10,7.5,7.25,7.3125,7.4375,593000.0,4.6417460441589355
1992-08-11,7.4375,7.25,7.4375,7.25,1804800.0,4.524727821350098
