,,high,low,adjclose,volume
HTA,2014-08-26,24.920000076293945,24.6200008392334,19.54705810546875,388900.0
HTA,2014-08-27,24.860000610351562,24.639999389648438,19.62607192993164,357100.0
HTA,2014-08-28,24.860000610351562,24.700000762939453,19.61026382446289,233100.0
HTA,2014-08-29,25.0,24.700000762939453,19.673473358154297,422400.0
HTA,2014-09-02,24.959999084472656,24.719999313354492,19.657670974731445,368100.0
HTA,2014-09-03,25.18000030517578,24.8799991607666,19.878902435302734,476300.0
HTA,2014-09-04,25.15999984741211,24.84000015258789,19.673473358154297,373100.0
HTA,2014-09-05,25.100000381469727,24.860000610351562,19.752485275268555,334400.0
HTA,2014-09-08,25.18000030517578,24.979999542236328,19.79988670349121,377700.0
HTA,2014-09-09,25.059999465942383,24.920000076293945,19.705076217651367,306800.0
HTA,2014-09-10,25.040000915527344,24.420000076293945,19.40484046936035,537900.0
HTA,2014-09-11,24.700000762939453,24.420000076293945,19.45224952697754,378600.0
HTA,2014-09-12,24.559999465942383,23.719999313354492,18.85177230834961,664800.0
HTA,2014-09-15,24.040000915527344,23.639999389648438,18.756956100463867,418700.0
HTA,2014-09-16,24.1200008392334,23.700000762939453,18.97818946838379,554500.0
HTA,2014-09-17,24.31999969482422,23.920000076293945,19.05719566345215,458900.0
HTA,2014-09-18,24.239999771118164,23.860000610351562,19.009790420532227,698800.0
HTA,2014-09-19,24.540000915527344,23.940000534057617,19.35743522644043,3490200.0
HTA,2014-09-22,24.459999084472656,23.8799991607666,18.867568969726562,581100.0
HTA,2014-09-23,23.979999542236328,23.420000076293945,18.5831356048584,810900.0
HTA,2014-09-24,23.459999084472656,23.020000457763672,18.62313461303711,784500.0
HTA,2014-09-25,23.3799991607666,23.200000762939453,18.639135360717773,497400.0
HTA,2014-09-26,23.600000381469727,23.100000381469727,18.83112907409668,481500.0
HTA,2014-09-29,23.459999084472656,23.18000030517578,18.6871280670166,538300.0
HTA,2014-09-30,23.459999084472656,23.100000381469727,18.55913543701172,769800.0
HTA,2014-10-01,23.700000762939453,23.200000762939453,18.751131057739258,865800.0
HTA,2014-10-02,23.540000915527344,23.079999923706055,18.52714729309082,575200.0
HTA,2014-10-03,23.440000534057617,23.15999984741211,18.591136932373047,678800.0
HTA,2014-10-06,23.65999984741211,23.280000686645508,18.703128814697266,597100.0
HTA,2014-10-07,23.540000915527344,23.219999313354492,18.607131958007812,527600.0
