,,high,low,adjclose,volume
C,2012-01-03,28.510000228881836,27.1299991607666,26.551841735839844,58169500.0
C,2012-01-04,28.3799991607666,27.6200008392334,26.401884078979492,41455000.0
C,2012-01-05,29.18000030517578,27.469999313354492,26.720539093017578,66793300.0
C,2012-01-06,29.059999465942383,28.010000228881836,26.758028030395508,48226900.0
C,2012-01-09,29.3799991607666,28.649999618530273,27.254764556884766,35017900.0
C,2012-01-10,30.139999389648438,29.65999984741211,28.117019653320312,47710900.0
C,2012-01-11,31.450000762939453,29.739999771118164,29.30731201171875,72656000.0
C,2012-01-12,32.09000015258789,30.860000610351562,29.616600036621094,58233900.0
C,2012-01-13,31.0,29.8799991607666,28.810569763183594,65632100.0
C,2012-01-17,29.969999313354492,28.15999984741211,26.448747634887695,116154600.0
C,2012-01-18,29.09000015258789,27.65999984741211,27.20789909362793,77552100.0
C,2012-01-19,30.040000915527344,29.100000381469727,27.489072799682617,63977200.0
C,2012-01-20,29.639999389648438,28.670000076293945,27.77961540222168,55968600.0
C,2012-01-23,30.329999923706055,29.40999984741211,27.976436614990234,39474700.0
C,2012-01-24,29.989999771118164,28.899999618530273,28.023298263549805,37257100.0
C,2012-01-25,30.149999618530273,29.31999969482422,28.07952308654785,39067000.0
C,2012-01-26,30.950000762939453,29.540000915527344,28.473161697387695,50455500.0
C,2012-01-27,30.90999984741211,30.020000457763672,28.93241310119629,37713400.0
C,2012-01-30,30.530000686645508,30.079999923706055,28.33258819580078,34772400.0
C,2012-01-31,30.899999618530273,30.299999237060547,28.791828155517578,40151200.0
C,2012-02-01,32.04999923706055,31.139999389648438,29.616600036621094,64155000.0
C,2012-02-02,32.34000015258789,31.34000015258789,29.991605758666992,41331200.0
C,2012-02-03,33.599998474121094,32.63999938964844,31.444778442382812,56356700.0
C,2012-02-06,33.369998931884766,32.939998626708984,31.219772338867188,32026000.0
C,2012-02-07,33.369998931884766,32.790000915527344,31.004146575927734,32391800.0
C,2012-02-08,34.279998779296875,33.25,32.0916748046875,49495300.0
