,,high,low,adjclose,volume
OFC,2012-01-03,21.989999771118164,21.329999923706055,15.720391273498535,530900.0
OFC,2012-01-04,21.5,20.940000534057617,15.384832382202148,457600.0
OFC,2012-01-05,21.25,20.579999923706055,15.486957550048828,619400.0
OFC,2012-01-06,21.5,20.8700008392334,15.501546859741211,484500.0
OFC,2012-01-09,21.440000534057617,20.809999465942383,15.289995193481445,652300.0
OFC,2012-01-10,21.559999465942383,21.229999542236328,15.55990219116211,746100.0
OFC,2012-01-11,21.739999771118164,20.93000030517578,15.800633430480957,716000.0
OFC,2012-01-12,23.110000610351562,21.450000762939453,16.7635555267334,1683900.0
OFC,2012-01-13,23.649999618530273,22.219999313354492,16.442581176757812,1050800.0
OFC,2012-01-17,22.809999465942383,22.329999923706055,16.42799186706543,551500.0
OFC,2012-01-18,22.8799991607666,22.43000030517578,16.5228271484375,697400.0
OFC,2012-01-19,23.06999969482422,22.739999771118164,16.77814483642578,522800.0
OFC,2012-01-20,22.969999313354492,22.56999969482422,16.734378814697266,653800.0
OFC,2012-01-23,23.149999618530273,22.790000915527344,16.829206466674805,590400.0
OFC,2012-01-24,23.360000610351562,22.770000457763672,17.011579513549805,392100.0
OFC,2012-01-25,23.709999084472656,23.209999084472656,17.281490325927734,465700.0
OFC,2012-01-26,23.989999771118164,23.549999237060547,17.303373336791992,538400.0
OFC,2012-01-27,24.149999618530273,23.530000686645508,17.544103622436523,516100.0
OFC,2012-01-30,24.079999923706055,23.600000381469727,17.354440689086914,636700.0
OFC,2012-01-31,24.440000534057617,23.670000076293945,17.675411224365234,1132200.0
OFC,2012-02-01,24.8700008392334,24.209999084472656,18.098512649536133,819600.0
OFC,2012-02-02,24.93000030517578,24.209999084472656,18.010974884033203,1396700.0
OFC,2012-02-03,25.280000686645508,24.649999618530273,18.40489959716797,2116300.0
OFC,2012-02-06,25.299999237060547,24.920000076293945,18.27358627319336,685200.0
OFC,2012-02-07,25.110000610351562,24.670000076293945,18.083925247192383,586000.0
OFC,2012-02-08,25.239999771118164,24.709999084472656,18.27358627319336,815100.0
OFC,2012-02-09,25.479999542236328,24.06999969482422,17.726476669311523,874400.0
OFC,2012-02-10,24.100000381469727,23.610000610351562,17.245019912719727,586800.0
OFC,2012-02-13,24.420000076293945,23.889999389648438,17.77754020690918,470300.0
OFC,2012-02-14,24.34000015258789,24.030000686645508,17.704587936401367,676500.0
OFC,2012-02-15,24.549999237060547,24.15999984741211,17.792125701904297,1251200.0
OFC,2012-02-16,24.59000015258789,24.25,17.894256591796875,562500.0
OFC,2012-02-17,24.670000076293945,24.309999465942383,17.945322036743164,486900.0
OFC,2012-02-21,24.719999313354492,24.110000610351562,17.770248413085938,590600.0
OFC,2012-02-22,24.459999084472656,23.780000686645508,17.354440689086914,516100.0
OFC,2012-02-23,24.020000457763672,23.68000030517578,17.50033187866211,775400.0
OFC,2012-02-24,24.31999969482422,23.940000534057617,17.73377227783203,535100.0
OFC,2012-02-27,24.440000534057617,23.739999771118164,17.78483772277832,589700.0
OFC,2012-02-28,24.540000915527344,24.149999618530273,17.704587936401367,452100.0
OFC,2012-02-29,24.639999389648438,24.270000457763672,17.886962890625,676400.0
OFC,2012-03-01,24.729999542236328,24.270000457763672,17.792125701904297,483700.0
OFC,2012-03-02,24.489999771118164,24.010000228881836,17.748361587524414,1221800.0
OFC,2012-03-05,24.770000457763672,24.280000686645508,18.069334030151367,776900.0
OFC,2012-03-06,24.559999465942383,24.149999618530273,17.71188735961914,848300.0
OFC,2012-03-07,24.389999389648438,23.75,17.493040084838867,974300.0
OFC,2012-03-08,24.110000610351562,23.56999969482422,17.33255386352539,1416800.0
OFC,2012-03-09,24.049999237060547,23.610000610351562,17.303373336791992,658300.0
OFC,2012-03-12,23.940000534057617,23.469999313354492,17.19394874572754,843800.0
OFC,2012-03-13,24.260000228881836,23.739999771118164,17.617055892944336,904000.0
OFC,2012-03-14,24.59000015258789,24.1299991607666,17.63164520263672,831600.0
OFC,2012-03-15,24.790000915527344,24.110000610351562,18.018268585205078,578700.0
OFC,2012-03-16,24.8700008392334,24.540000915527344,17.981794357299805,1449700.0
OFC,2012-03-19,24.760000228881836,24.280000686645508,17.857784271240234,865700.0
OFC,2012-03-20,24.5,24.15999984741211,17.682708740234375,1530900.0
OFC,2012-03-21,24.290000915527344,23.799999237060547,17.376319885253906,1263900.0
OFC,2012-03-22,23.719999313354492,23.110000610351562,16.96781349182129,783800.0
OFC,2012-03-23,23.43000030517578,23.059999465942383,16.989694595336914,1155100.0
OFC,2012-03-26,23.690000534057617,23.219999313354492,17.004283905029297,1540100.0
OFC,2012-03-27,23.510000228881836,23.239999771118164,17.09182357788086,650700.0
OFC,2012-03-28,23.1299991607666,22.729999542236328,16.822404861450195,767400.0
OFC,2012-03-29,23.389999389648438,22.610000610351562,17.17671012878418,650000.0
OFC,2012-03-30,23.34000015258789,23.079999923706055,17.13241958618164,849100.0
OFC,2012-04-02,23.450000762939453,23.110000610351562,17.22100067138672,1054100.0
OFC,2012-04-03,23.420000076293945,22.989999771118164,17.036460876464844,787200.0
OFC,2012-04-04,22.93000030517578,22.59000015258789,16.682151794433594,851100.0
OFC,2012-04-05,22.6200008392334,22.079999923706055,16.36474609375,435300.0
OFC,2012-04-09,22.020000457763672,21.799999237060547,16.11377716064453,456400.0
OFC,2012-04-10,22.100000381469727,21.6200008392334,15.988289833068848,888500.0
OFC,2012-04-11,21.8700008392334,21.520000457763672,15.958767890930176,600600.0
OFC,2012-04-12,21.850000381469727,21.489999771118164,16.12116241455078,636100.0
OFC,2012-04-13,21.809999465942383,21.450000762939453,15.833281517028809,442500.0
OFC,2012-04-16,22.329999923706055,21.530000686645508,16.423799514770508,604900.0
OFC,2012-04-17,22.690000534057617,22.299999237060547,16.608339309692383,541500.0
OFC,2012-04-18,22.3799991607666,22.15999984741211,16.394277572631836,384800.0
OFC,2012-04-19,22.299999237060547,22.020000457763672,16.38689422607422,619700.0
OFC,2012-04-20,22.799999237060547,22.360000610351562,16.637859344482422,405000.0
OFC,2012-04-23,22.350000381469727,22.030000686645508,16.460708618164062,468200.0
OFC,2012-04-24,22.8700008392334,22.290000915527344,16.755964279174805,490700.0
OFC,2012-04-25,23.059999465942383,22.6299991607666,16.91836166381836,802700.0
OFC,2012-04-26,23.610000610351562,22.90999984741211,17.16194725036621,927200.0
OFC,2012-04-27,23.489999771118164,23.1200008392334,17.257909774780273,541500.0
OFC,2012-04-30,23.559999465942383,23.079999923706055,17.383390426635742,438800.0
OFC,2012-05-01,24.049999237060547,23.440000534057617,17.62697982788086,803000.0
OFC,2012-05-02,23.889999389648438,23.520000457763672,17.604841232299805,774500.0
OFC,2012-05-03,23.940000534057617,23.670000076293945,17.567930221557617,502500.0
OFC,2012-05-04,23.799999237060547,23.549999237060547,17.479352951049805,696300.0
OFC,2012-05-07,23.889999389648438,23.3700008392334,17.5753173828125,495100.0
OFC,2012-05-08,23.860000610351562,23.43000030517578,17.54578399658203,554700.0
OFC,2012-05-09,23.850000381469727,23.5,17.516258239746094,745400.0
OFC,2012-05-10,23.920000076293945,23.459999084472656,17.35386848449707,406800.0
OFC,2012-05-11,23.809999465942383,23.229999542236328,17.324342727661133,366200.0
OFC,2012-05-14,23.639999389648438,23.18000030517578,17.294818878173828,727400.0
OFC,2012-05-15,23.459999084472656,23.0,17.0733699798584,588000.0
OFC,2012-05-16,23.260000228881836,22.8799991607666,17.014324188232422,1015000.0
OFC,2012-05-17,23.100000381469727,22.469999313354492,16.586196899414062,880700.0
OFC,2012-05-18,22.690000534057617,21.790000915527344,16.12116241455078,396800.0
OFC,2012-05-21,22.309999465942383,21.81999969482422,16.431180953979492,369000.0
OFC,2012-05-22,22.34000015258789,22.100000381469727,16.409034729003906,216000.0
OFC,2012-05-23,22.360000610351562,21.790000915527344,16.490234375,290000.0
OFC,2012-05-24,22.540000915527344,22.09000015258789,16.57880973815918,157100.0
OFC,2012-05-25,22.540000915527344,22.229999542236328,16.468090057373047,143000.0
OFC,2012-05-29,22.719999313354492,22.40999984741211,16.741209030151367,270600.0
OFC,2012-05-30,22.520000457763672,21.899999618530273,16.18759536743164,464600.0
OFC,2012-05-31,22.139999389648438,21.690000534057617,16.246641159057617,597700.0
OFC,2012-06-01,21.81999969482422,21.270000457763672,15.72994327545166,531600.0
OFC,2012-06-04,21.549999237060547,21.1299991607666,15.78899097442627,540400.0
OFC,2012-06-05,22.040000915527344,21.229999542236328,16.209735870361328,389900.0
OFC,2012-06-06,22.809999465942383,22.0,16.74858283996582,755500.0
OFC,2012-06-07,23.079999923706055,22.329999923706055,16.490234375,266500.0
OFC,2012-06-08,22.559999465942383,22.1299991607666,16.652626037597656,231600.0
OFC,2012-06-11,22.760000228881836,21.690000534057617,16.017818450927734,671100.0
OFC,2012-06-12,22.010000228881836,21.670000076293945,16.246641159057617,345700.0
OFC,2012-06-13,22.34000015258789,21.790000915527344,16.26140785217285,523600.0
OFC,2012-06-14,22.459999084472656,22.010000228881836,16.38689422607422,696000.0
OFC,2012-06-15,22.290000915527344,21.950000762939453,16.32784652709961,912800.0
OFC,2012-06-18,22.40999984741211,21.93000030517578,16.460708618164062,994900.0
OFC,2012-06-19,22.530000686645508,22.229999542236328,16.54928207397461,693500.0
OFC,2012-06-20,22.889999389648438,22.420000076293945,16.770729064941406,1054300.0
OFC,2012-06-21,22.739999771118164,22.3799991607666,16.55666732788086,1006200.0
OFC,2012-06-22,22.719999313354492,22.329999923706055,16.48285484313965,846800.0
OFC,2012-06-25,22.209999084472656,21.920000076293945,16.335222244262695,408100.0
OFC,2012-06-26,22.489999771118164,22.110000610351562,16.409034729003906,419800.0
OFC,2012-06-27,22.139999389648438,21.889999389648438,16.50993537902832,348800.0
OFC,2012-06-28,22.56999969482422,21.809999465942383,16.868680953979492,358600.0
OFC,2012-06-29,23.510000228881836,22.850000381469727,17.57123374938965,1041700.0
OFC,2012-07-02,23.6200008392334,23.239999771118164,17.548810958862305,724500.0
OFC,2012-07-03,23.68000030517578,23.25,17.466602325439453,323500.0
OFC,2012-07-05,23.40999984741211,23.139999389648438,17.332073211669922,250200.0
OFC,2012-07-06,23.34000015258789,22.860000610351562,17.391864776611328,197300.0
OFC,2012-07-09,23.34000015258789,23.06999969482422,17.324594497680664,452700.0
OFC,2012-07-10,23.31999969482422,22.639999389648438,17.04058265686035,343700.0
OFC,2012-07-11,22.90999984741211,22.6299991607666,17.070478439331055,333000.0
OFC,2012-07-12,23.079999923706055,22.530000686645508,17.115320205688477,484000.0
OFC,2012-07-13,23.219999313354492,22.899999618530273,17.16016960144043,626300.0
OFC,2012-07-16,23.040000915527344,22.780000686645508,17.100378036499023,330800.0
OFC,2012-07-17,23.100000381469727,22.75,17.182588577270508,704700.0
OFC,2012-07-18,23.149999618530273,22.65999984741211,17.04058265686035,332000.0
OFC,2012-07-19,22.889999389648438,22.170000076293945,16.599624633789062,484800.0
OFC,2012-07-20,22.209999084472656,21.989999771118164,16.435197830200195,576400.0
OFC,2012-07-23,21.850000381469727,21.600000381469727,16.25581932067871,688000.0
OFC,2012-07-24,21.809999465942383,21.399999618530273,16.08391761779785,292100.0
OFC,2012-07-25,21.729999542236328,21.360000610351562,16.240873336791992,712000.0
OFC,2012-07-26,22.100000381469727,21.489999771118164,16.32308578491211,888600.0
OFC,2012-07-27,21.889999389648438,21.670000076293945,16.3006649017334,456100.0
OFC,2012-07-30,22.059999465942383,21.690000534057617,16.45014190673828,377500.0
OFC,2012-07-31,22.299999237060547,21.920000076293945,16.636991500854492,474900.0
OFC,2012-08-01,22.389999389648438,22.1299991607666,16.651941299438477,708200.0
OFC,2012-08-02,22.229999542236328,21.950000762939453,16.569725036621094,718400.0
OFC,2012-08-03,22.579999923706055,22.329999923706055,16.876157760620117,494100.0
OFC,2012-08-06,22.790000915527344,22.459999084472656,16.98079490661621,553700.0
OFC,2012-08-07,22.90999984741211,22.579999923706055,16.97332000732422,471000.0
OFC,2012-08-08,22.670000076293945,22.399999618530273,16.920997619628906,384400.0
OFC,2012-08-09,22.700000762939453,22.5,16.85373306274414,226700.0
OFC,2012-08-10,22.559999465942383,22.270000457763672,16.823841094970703,318900.0
OFC,2012-08-13,22.540000915527344,22.219999313354492,16.793947219848633,258600.0
OFC,2012-08-14,22.540000915527344,22.360000610351562,16.786470413208008,717500.0
OFC,2012-08-15,22.530000686645508,22.280000686645508,16.83878517150879,810700.0
OFC,2012-08-16,22.489999771118164,22.280000686645508,16.793947219848633,443700.0
OFC,2012-08-17,22.549999237060547,22.34000015258789,16.80141830444336,515500.0
OFC,2012-08-20,22.549999237060547,22.25,16.741626739501953,377400.0
OFC,2012-08-21,22.6299991607666,22.399999618530273,16.823841094970703,220100.0
OFC,2012-08-22,22.479999542236328,22.040000915527344,16.651941299438477,593500.0
OFC,2012-08-23,22.260000228881836,22.0,16.47256851196289,282400.0
OFC,2012-08-24,22.18000030517578,21.899999618530273,16.547304153442383,189900.0
OFC,2012-08-27,22.389999389648438,22.09000015258789,16.6295166015625,296800.0
OFC,2012-08-28,22.6299991607666,22.209999084472656,16.876157760620117,420800.0
OFC,2012-08-29,22.649999618530273,22.3799991607666,16.808895111083984,237300.0
OFC,2012-08-30,22.530000686645508,22.200000762939453,16.771528244018555,252100.0
OFC,2012-08-31,22.59000015258789,22.219999313354492,16.711729049682617,456600.0
OFC,2012-09-04,22.809999465942383,22.200000762939453,17.048057556152344,491100.0
OFC,2012-09-05,23.110000610351562,22.700000762939453,17.234909057617188,947100.0
OFC,2012-09-06,23.309999465942383,23.049999237060547,17.4217529296875,631500.0
OFC,2012-09-07,23.520000457763672,23.260000228881836,17.48902130126953,454500.0
OFC,2012-09-10,23.5,23.25,17.444175720214844,434700.0
OFC,2012-09-11,23.979999542236328,23.450000762939453,17.89261245727539,928300.0
OFC,2012-09-12,24.489999771118164,23.979999542236328,18.28873062133789,772000.0
OFC,2012-09-13,24.90999984741211,24.440000534057617,18.408313751220703,587200.0
OFC,2012-09-14,25.25,24.65999984741211,18.796960830688477,589500.0
OFC,2012-09-17,25.520000457763672,25.09000015258789,18.894121170043945,871300.0
OFC,2012-09-18,25.299999237060547,24.989999771118164,18.744644165039062,496600.0
OFC,2012-09-19,25.610000610351562,25.1299991607666,18.916542053222656,1018800.0
OFC,2012-09-20,25.239999771118164,24.579999923706055,18.408313751220703,870400.0
OFC,2012-09-21,24.81999969482422,24.6299991607666,18.453163146972656,631500.0
OFC,2012-09-24,25.0,24.549999237060547,18.393373489379883,672100.0
OFC,2012-09-25,24.760000228881836,24.110000610351562,18.027149200439453,794300.0
OFC,2012-09-26,24.1299991607666,23.8799991607666,18.09896469116211,602700.0
OFC,2012-09-27,24.600000381469727,23.950000762939453,18.318206787109375,862000.0
OFC,2012-09-28,24.25,23.920000076293945,18.121644973754883,621100.0
OFC,2012-10-01,24.200000762939453,23.59000015258789,18.0687255859375,761900.0
OFC,2012-10-02,24.290000915527344,23.889999389648438,18.295536041259766,593700.0
OFC,2012-10-03,24.540000915527344,24.100000381469727,18.310651779174805,659900.0
OFC,2012-10-04,24.59000015258789,24.06999969482422,18.333330154418945,516100.0
OFC,2012-10-05,24.670000076293945,24.290000915527344,18.514772415161133,552100.0
OFC,2012-10-08,24.459999084472656,24.239999771118164,18.34089469909668,376800.0
OFC,2012-10-09,24.729999542236328,24.200000762939453,18.643293380737305,1092400.0
OFC,2012-10-10,25.440000534057617,25.040000915527344,19.172508239746094,848600.0
OFC,2012-10-11,25.829999923706055,25.3799991607666,19.467348098754883,5574000.0
OFC,2012-10-12,25.850000381469727,25.5,19.31614875793457,912600.0
OFC,2012-10-15,25.81999969482422,25.34000015258789,19.39931297302246,1140700.0
OFC,2012-10-16,25.799999237060547,25.479999542236328,19.31614875793457,619900.0
OFC,2012-10-17,25.719999313354492,25.34000015258789,19.33882713317871,623900.0
OFC,2012-10-18,26.1200008392334,25.559999465942383,19.747079849243164,1101100.0
OFC,2012-10-19,26.100000381469727,25.639999389648438,19.467348098754883,590400.0
OFC,2012-10-22,25.799999237060547,25.450000762939453,19.406871795654297,399000.0
