,,high,low,adjclose,volume
STL,2012-01-03,6.800000190734863,6.619999885559082,5.833750247955322,56900.0
STL,2012-01-04,6.760000228881836,6.670000076293945,5.799129009246826,22300.0
STL,2012-01-05,6.849999904632568,6.599999904632568,5.9029951095581055,37700.0
STL,2012-01-06,6.869999885559082,6.71999979019165,5.894338607788086,77300.0
STL,2012-01-09,6.860000133514404,6.679999828338623,5.807783603668213,26600.0
STL,2012-01-10,6.960000038146973,6.789999961853027,6.006858825683594,51700.0
STL,2012-01-11,7.0,6.739999771118164,6.024169921875,60700.0
STL,2012-01-12,7.139999866485596,6.739999771118164,6.024169921875,35000.0
STL,2012-01-13,6.889999866485596,6.710000038146973,5.928961277008057,70400.0
STL,2012-01-17,7.150000095367432,6.849999904632568,5.954927444458008,56900.0
STL,2012-01-18,7.170000076293945,6.869999885559082,6.205933570861816,66900.0
STL,2012-01-19,7.480000019073486,7.239999771118164,6.396354675292969,60500.0
STL,2012-01-20,7.809999942779541,7.329999923706055,6.69063663482666,57800.0
STL,2012-01-23,7.760000228881836,7.610000133514404,6.673327445983887,34700.0
STL,2012-01-24,8.140000343322754,7.0,7.019542217254639,120300.0
STL,2012-01-25,8.199999809265137,7.980000019073486,7.0801310539245605,105700.0
STL,2012-01-26,8.329999923706055,8.119999885559082,7.183995723724365,164400.0
STL,2012-01-27,8.369999885559082,8.210000038146973,7.235927104949951,105600.0
STL,2012-01-30,8.40999984741211,8.239999771118164,7.244583606719971,82800.0
STL,2012-01-31,8.420000076293945,8.229999542236328,7.149374008178711,101200.0
STL,2012-02-01,8.539999961853027,8.260000228881836,7.3397932052612305,156300.0
STL,2012-02-02,8.550000190734863,8.229999542236328,7.4095282554626465,21200.0
STL,2012-02-03,8.90999984741211,8.649999618530273,7.740777969360352,218000.0
STL,2012-02-06,8.920000076293945,8.779999732971191,7.749497890472412,38600.0
STL,2012-02-07,8.899999618530273,8.779999732971191,7.714628219604492,50800.0
STL,2012-02-08,8.899999618530273,8.479999542236328,7.627458572387695,88100.0
STL,2012-02-09,8.800000190734863,8.600000381469727,7.514134883880615,30200.0
STL,2012-02-10,8.579999923706055,8.399999618530273,7.348511695861816,64900.0
STL,2012-02-13,8.75,8.539999961853027,7.601306438446045,68500.0
STL,2012-02-14,8.710000038146973,8.579999923706055,7.5751543045043945,139200.0
STL,2012-02-15,8.789999961853027,8.680000305175781,7.644891738891602,141400.0
STL,2012-02-16,9.199999809265137,8.779999732971191,7.941272258758545,89400.0
STL,2012-02-17,9.180000305175781,8.9399995803833,7.932554721832275,43000.0
STL,2012-02-21,9.170000076293945,8.930000305175781,7.8192362785339355,56500.0
STL,2012-02-22,9.0,8.84000015258789,7.72334623336792,71700.0
STL,2012-02-23,9.229999542236328,8.789999961853027,8.028443336486816,39000.0
STL,2012-02-24,9.1899995803833,9.0,7.871532440185547,32800.0
STL,2012-02-27,8.960000038146973,8.710000038146973,7.73206090927124,57100.0
STL,2012-02-28,8.899999618530273,8.739999771118164,7.662323951721191,24400.0
STL,2012-02-29,8.859999656677246,8.5,7.4356818199157715,72700.0
STL,2012-03-01,8.739999771118164,8.380000114440918,7.3397932052612305,48000.0
STL,2012-03-02,8.40999984741211,7.949999809265137,6.947524070739746,114000.0
STL,2012-03-05,8.180000305175781,7.760000228881836,7.069562911987305,36900.0
STL,2012-03-06,8.010000228881836,7.800000190734863,6.816767692565918,50900.0
STL,2012-03-07,8.039999961853027,7.789999961853027,6.982392311096191,40600.0
STL,2012-03-08,8.09000015258789,7.840000152587891,7.01725959777832,47400.0
STL,2012-03-09,8.449999809265137,8.010000228881836,7.348511695861816,118400.0
STL,2012-03-12,8.520000457763672,8.359999656677246,7.383378982543945,32900.0
STL,2012-03-13,8.789999961853027,8.420000076293945,7.6536078453063965,75600.0
STL,2012-03-14,8.779999732971191,8.569999694824219,7.505417823791504,40500.0
STL,2012-03-15,8.619999885559082,8.449999809265137,7.505417823791504,30000.0
STL,2012-03-16,8.779999732971191,8.579999923706055,7.5577216148376465,116200.0
STL,2012-03-19,8.899999618530273,8.640000343322754,7.662323951721191,46900.0
STL,2012-03-20,8.829999923706055,8.600000381469727,7.522852897644043,31800.0
STL,2012-03-21,8.6899995803833,8.399999618530273,7.4356818199157715,35300.0
STL,2012-03-22,8.5,8.210000038146973,7.2613396644592285,49200.0
STL,2012-03-23,8.59000015258789,8.270000457763672,7.470550060272217,33600.0
STL,2012-03-26,8.899999618530273,8.680000305175781,7.72334623336792,73900.0
STL,2012-03-27,8.930000305175781,8.729999542236328,7.610021114349365,37500.0
STL,2012-03-28,8.850000381469727,8.720000267028809,7.618740081787109,40100.0
STL,2012-03-29,8.8100004196167,8.5,7.6536078453063965,27100.0
STL,2012-03-30,8.869999885559082,8.4399995803833,7.37466287612915,56300.0
STL,2012-04-02,8.720000267028809,8.420000076293945,7.601306438446045,58300.0
STL,2012-04-03,8.760000228881836,8.399999618530273,7.400813102722168,44100.0
STL,2012-04-04,8.420000076293945,8.15999984741211,7.130583763122559,53400.0
STL,2012-04-05,8.170000076293945,8.0600004196167,7.034694194793701,24800.0
STL,2012-04-09,8.050000190734863,7.900000095367432,6.93009090423584,56000.0
STL,2012-04-10,7.96999979019165,7.769999980926514,6.781899929046631,141600.0
STL,2012-04-11,8.0,7.860000133514404,6.964958190917969,61500.0
STL,2012-04-12,8.15999984741211,7.949999809265137,7.060847759246826,49600.0
STL,2012-04-13,8.039999961853027,7.829999923706055,6.895221710205078,63800.0
STL,2012-04-16,8.149999618530273,7.909999847412109,6.947524070739746,56700.0
