,,high,low,adjclose,volume
MRVL,2012-01-03,14.300000190734863,13.850000381469727,12.26370906829834,7046500.0
MRVL,2012-01-04,14.220000267028809,13.800000190734863,12.439029693603516,7096000.0
MRVL,2012-01-05,15.300000190734863,14.460000038146973,13.350698471069336,26999700.0
MRVL,2012-01-06,15.779999732971191,15.239999771118164,13.780234336853027,23177700.0
MRVL,2012-01-09,16.030000686645508,15.430000305175781,13.894196510314941,17819500.0
MRVL,2012-01-10,16.059999465942383,15.529999732971191,13.692573547363281,15531400.0
MRVL,2012-01-11,15.460000038146973,14.829999923706055,13.385765075683594,23508600.0
MRVL,2012-01-12,15.350000381469727,15.020000457763672,13.350698471069336,9840400.0
MRVL,2012-01-13,15.100000381469727,14.6899995803833,12.95622730255127,13651800.0
MRVL,2012-01-17,15.050000190734863,14.390000343322754,12.6757173538208,16915100.0
MRVL,2012-01-18,15.25,14.369999885559082,13.254274368286133,18900600.0
MRVL,2012-01-19,15.630000114440918,15.210000038146973,13.552322387695312,12596900.0
MRVL,2012-01-20,15.600000381469727,15.239999771118164,13.61368179321289,11168500.0
MRVL,2012-01-23,16.0,15.34000015258789,13.999387741088867,20122700.0
MRVL,2012-01-24,16.110000610351562,15.640000343322754,13.806533813476562,18571900.0
MRVL,2012-01-25,16.1200008392334,15.5,14.04321575164795,12864000.0
MRVL,2012-01-26,16.200000762939453,15.65999984741211,13.815299034118652,11323200.0
MRVL,2012-01-27,16.290000915527344,15.229999542236328,13.841596603393555,23460400.0
MRVL,2012-01-30,15.84000015258789,15.350000381469727,13.797767639160156,9780000.0
MRVL,2012-01-31,15.9399995803833,15.470000267028809,13.622447967529297,8794000.0
MRVL,2012-02-01,16.049999237060547,15.699999809265137,13.973088264465332,14221400.0
MRVL,2012-02-02,16.559999465942383,15.760000228881836,14.47275447845459,13306100.0
MRVL,2012-02-03,16.860000610351562,16.600000381469727,14.586712837219238,11676700.0
MRVL,2012-02-06,16.559999465942383,16.209999084472656,14.323728561401367,8077000.0
MRVL,2012-02-07,16.420000076293945,16.06999969482422,14.271136283874512,9217300.0
MRVL,2012-02-08,16.729999542236328,16.25,14.402626037597656,8984300.0
